(16, 1)
(92, 70)
(93, 31)
(62, 27)
(71, 70)
(5, 3)
(44, 16)
(89, 42)
(84, 83)
(87, 68)
(95, 63)
(91, 20)
(46, 44)
(26, 11)
(90, 50)
(99, 27)
(81, 36)
(85, 42)
(73, 57)
(73, 44)
(60, 45)
(58, 49)
(43, 19)
(63, 60)
(60, 9)
(94, 47)
(88, 70)
(49, 48)
(55, 51)
(70, 22)
(93, 20)
(56, 10)
(95, 74)
(72, 16)
(96, 17)
(89, 73)
(66, 52)
(46, 22)
(94, 2)
(100, 4)
(83, 42)
(29, 6)
(98, 57)
(28, 26)
(39, 13)
(93, 62)
(62, 56)
(85, 7)
(61, 9)
(74, 55)
(75, 16)
(14, 7)
(37, 22)
(45, 35)
(78, 15)
(75, 30)
(86, 83)
(60, 3)
(96, 23)
(56, 44)
(64, 37)
(66, 10)
(67, 58)
(31, 25)
(46, 27)
(82, 33)
(89, 44)
(51, 38)
(54, 20)
(26, 17)
(36, 23)
(88, 16)
(74, 51)
(74, 27)
(60, 11)
(88, 47)
(99, 63)
(88, 59)
(38, 10)
(27, 10)
(61, 48)
(93, 12)
